id,from,to,type,numLanes,speed,priority,spreadType,width,name,endOffset,sidewalkWidth,length,emergency,authority,passenger,hov,taxi,bus,delivery,truck,trailer,motorcyle,moped
-77087855#2,2199385389,6151828718,highway.tertiary,2,22.22,6,,,Amelia Street,,,107.337,1,1,1,1,1,1,1,1,1,1,1
-77087855#3,cluster_559858176_99526719,2199385389,highway.tertiary,2,22.22,6,,,Amelia Street,,,8.448,1,1,1,1,1,1,1,1,1,1,1
-77088125#0,99628421,907775923,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,47.310,1,1,1,1,1,1,1,1,1,1,1
-77088125#1,2192060589,99628421,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,58.281,1,1,1,1,1,1,1,1,1,1,1
-77543290#0,99592922,99592925,highway.unclassified,1,13.89,5,,,Kuhl Avenue,,,43.921,1,1,1,1,1,1,1,1,1,1,1
-77543290#1,99578379,99592922,highway.unclassified,1,13.89,5,,,Kuhl Avenue,,,77.957,1,1,1,1,1,1,1,1,1,1,1
-77543295#0,4238334152,cluster_942915524_99585544,highway.residential,1,13.89,4,,,Underwood Street,,,10.242,1,1,1,1,1,1,1,1,1,1,1
-77543295#1,4238334153,4238334152,highway.residential,1,13.89,4,,,Underwood Street,,,11.168,1,1,1,1,1,1,1,1,1,1,1
-77543295#2,6077279064,4238334153,highway.residential,1,13.89,4,,,Underwood Street,,,1.622,1,1,1,1,1,1,1,1,1,1,1
-77543295#3,99626152,6077279064,highway.residential,1,13.89,4,,,Underwood Street,,,108.885,1,1,1,1,1,1,1,1,1,1,1
-77689380#0,2191985710,99583531,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,12.731,1,1,1,1,1,1,1,1,1,1,1
-77689380#1,99505049,2191985710,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,192.563,1,1,1,1,1,1,1,1,1,1,1
-77689380#2,99583533,99505049,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,108.302,1,1,1,1,1,1,1,1,1,1,1
-77689380#3,99583535,99583533,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,94.057,1,1,1,1,1,1,1,1,1,1,1
-77689380#4,99583536,99583535,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,42.605,1,1,1,1,1,1,1,1,1,1,1
-77689380#5,99583537,99583536,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,131.513,1,1,1,1,1,1,1,1,1,1,1
-77689380#6,99583539,99583537,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,137.342,1,1,1,1,1,1,1,1,1,1,1
-77689381,2191923866,99498955,highway.residential,1,13.89,4,,,Peachtree Road,,,82.754,1,1,1,1,1,1,1,1,1,1,1
-77689383,99505055,913861059,highway.residential,1,13.89,4,,,Putnam Avenue,,,75.247,1,1,1,1,1,1,1,1,1,1,1
-77691294,99505059,99505057,highway.residential,1,13.89,4,,,Boardman Street,,,61.980,1,1,1,1,1,1,1,1,1,1,1
-77691295,99583920,99583537,highway.residential,1,13.89,4,,,Seville Place,,,135.748,1,1,1,1,1,1,1,1,1,1,1
-77691297,99453757,99583915,highway.residential,1,13.89,4,,,Seville Place,,,82.355,1,1,1,1,1,1,1,1,1,1,1
-77691298#0,99509273,99534297,highway.residential,1,13.89,4,,,Edgewater Court,,,103.964,1,1,1,1,1,1,1,1,1,1,1
-77691298#1,99530299,99509273,highway.residential,1,13.89,4,,,Edgewater Court,,,108.257,1,1,1,1,1,1,1,1,1,1,1
-77691298#2,99468655,99530299,highway.residential,1,13.89,4,,,Edgewater Court,,,275.718,1,1,1,1,1,1,1,1,1,1,1
-77691300#0,99490397,99505055,highway.residential,1,13.89,4,,,Boardman Street,,,106.879,1,1,1,1,1,1,1,1,1,1,1
-77691300#1,2207811422,99490397,highway.residential,1,13.89,4,,,Boardman Street,,,27.350,1,1,1,1,1,1,1,1,1,1,1
-77691887,913883426,913883425,highway.residential,1,13.89,4,,,Adair Park Place,,,89.705,1,1,1,1,1,1,1,1,1,1,1
-77691892,99568980,913883424,highway.residential,1,13.89,4,,,Eastin Avenue,,,56.267,1,1,1,1,1,1,1,1,1,1,1
-78390876,cluster_99534298_99534301,315703038,highway.tertiary,1,22.22,6,,,Country Club Drive,,,21.655,1,1,1,1,1,1,1,1,1,1,1
-78390897,5865766274,315703033,highway.tertiary,1,22.22,6,,,Lake Adair Boulevard,,,344.821,1,1,1,1,1,1,1,1,1,1,1
-79288780#0,2198939871,99596394,highway.secondary,2,13.41,7,,,Kaley Street,,,11.101,1,1,1,1,1,1,1,1,1,1,1
-79288780#1,cluster_5335544437_925959198,2198939871,highway.secondary,2,13.41,7,,,Kaley Street,,,72.077,1,1,1,1,1,1,1,1,1,1,1
-79288787#0,3708103614,99456902,highway.secondary,2,15.65,7,,,Gore Street,,,38.833,1,1,1,1,1,1,1,1,1,1,1
-79288787#1,2197189482,3708103614,highway.secondary,2,15.65,7,,,Gore Street,,,34.023,1,1,1,1,1,1,1,1,1,1,1
-79288787#2,99480313,2197189482,highway.secondary,2,15.65,7,,,Gore Street,,,7.581,1,1,1,1,1,1,1,1,1,1,1
-79584770#0,5816725174,928701792,highway.residential,1,13.89,4,,,Carver Park Street,,,22.900,1,1,1,1,1,1,1,1,1,1,1
-79584770#1,928701748,5816725174,highway.residential,1,13.89,4,,,Carver Park Street,,,18.190,1,1,1,1,1,1,1,1,1,1,1
-79584770#2,928701795,928701748,highway.residential,1,13.89,4,,,Carver Park Street,,,38.700,1,1,1,1,1,1,1,1,1,1,1
-79584770#3,5816725175,928701795,highway.residential,1,13.89,4,,,Carver Park Street,,,34.620,1,1,1,1,1,1,1,1,1,1,1
-79584770#4,928701754,5816725175,highway.residential,1,13.89,4,,,Carver Park Street,,,2.650,1,1,1,1,1,1,1,1,1,1,1
-79584770#5,928701798,928701754,highway.residential,1,13.89,4,,,Carver Park Street,,,32.530,1,1,1,1,1,1,1,1,1,1,1
-79584771,928701795,99466906,highway.residential,1,13.89,4,,,Lee Avenue,,,100.588,1,1,1,1,1,1,1,1,1,1,1
-79584845,2185145142,99511935,highway.residential,1,13.89,4,,,Cypress Street,,,31.722,1,1,1,1,1,1,1,1,1,1,1
-80538174#0,5338027282,99543549,highway.tertiary,2,22.22,6,,,Amelia Street,,,11.400,1,1,1,1,1,1,1,1,1,1,1
-80538174#1,2198940529,5338027282,highway.tertiary,2,22.22,6,,,Amelia Street,,,87.992,1,1,1,1,1,1,1,1,1,1,1
-80538174#2,99543553,2198940529,highway.tertiary,2,22.22,6,,,Amelia Street,,,6.990,1,1,1,1,1,1,1,1,1,1,1
-80540246#0,99502437,633232808,highway.tertiary,2,22.22,6,,,Amelia Street,,,92.760,1,1,1,1,1,1,1,1,1,1,1
-80540246#1,922163493,99502437,highway.tertiary,2,22.22,6,,,Amelia Street,,,153.101,1,1,1,1,1,1,1,1,1,1,1
-80590368#0,4732792632,cluster_2204106711_940118874,highway.secondary,2,27.78,7,,,Division Avenue,,,8.462,1,1,1,1,1,1,1,1,1,1,1
-80590368#1,cluster_617919482_99474341,4732792632,highway.secondary,2,27.78,7,,,Division Avenue,,,174.697,1,1,1,1,1,1,1,1,1,1,1
-80590370#0,4732792639,99596384,highway.secondary,1,27.78,7,,,Division Avenue,,,9.440,1,1,1,1,1,1,1,1,1,1,1
-80590370#1,99596385,4732792639,highway.secondary,1,27.78,7,,,Division Avenue,,,93.292,1,1,1,1,1,1,1,1,1,1,1
-80590370#2,4732792634,99596385,highway.secondary,1,27.78,7,,,Division Avenue,,,91.340,1,1,1,1,1,1,1,1,1,1,1
-80590370#3,cluster_2204106711_940118874,4732792634,highway.secondary,1,27.78,7,,,Division Avenue,,,11.687,1,1,1,1,1,1,1,1,1,1,1
-80655316,cluster_5367574069_99631679,940784804,highway.unclassified,1,13.89,5,,,State Lane,,,11.880,1,1,1,1,1,1,1,1,1,1,1
-80655317,940784804,940784805,highway.unclassified,1,13.89,5,,,State Lane,,,53.301,1,1,1,1,1,1,1,1,1,1,1
-80659106#0,5368782290,99464165,highway.tertiary,1,22.22,6,,,Livingston Street,,,20.210,1,1,1,1,1,1,1,1,1,1,1
-80659106#1,5369071639,5368782290,highway.tertiary,1,22.22,6,,,Livingston Street,,,11.370,1,1,1,1,1,1,1,1,1,1,1
-80659106#2,5369071646,5369071639,highway.tertiary,1,22.22,6,,,Livingston Street,,,12.200,1,1,1,1,1,1,1,1,1,1,1
-80659106#3,911299610,5369071646,highway.tertiary,1,22.22,6,,,Livingston Street,,,33.530,1,1,1,1,1,1,1,1,1,1,1
-80659106#4,5367574021,911299610,highway.tertiary,1,22.22,6,,,Livingston Street,,,66.451,1,1,1,1,1,1,1,1,1,1,1
-80659106#5,99552371,5367574021,highway.tertiary,1,22.22,6,,,Livingston Street,,,8.390,1,1,1,1,1,1,1,1,1,1,1
-80659133#0,5368782325,99475166,highway.tertiary,1,22.22,6,,,Livingston Street,,,9.330,1,1,1,1,1,1,1,1,1,1,1
-80659133#1,4027032628,5368782325,highway.tertiary,1,22.22,6,,,Livingston Street,,,173.651,1,1,1,1,1,1,1,1,1,1,1
-80659133#2,99566522,4027032628,highway.tertiary,1,22.22,6,,,Livingston Street,,,99.456,1,1,1,1,1,1,1,1,1,1,1
-80659134#0,5310328447,99497765,highway.tertiary,2,22.22,6,,,Amelia Street,,,10.570,1,1,1,1,1,1,1,1,1,1,1
-80659134#1,5369265227,5310328447,highway.tertiary,2,22.22,6,,,Amelia Street,,,45.201,1,1,1,1,1,1,1,1,1,1,1
-80659134#10,5367573708,5310328428,highway.tertiary,2,22.22,6,,,Amelia Street,,,10.100,1,1,1,1,1,1,1,1,1,1,1
-80659134#11,99543549,5367573708,highway.tertiary,2,22.22,6,,,Amelia Street,,,6.280,1,1,1,1,1,1,1,1,1,1,1
-80659134#2,5369262667,5369265227,highway.tertiary,2,22.22,6,,,Amelia Street,,,5.910,1,1,1,1,1,1,1,1,1,1,1
-80659134#3,5367574039,5369262667,highway.tertiary,2,22.22,6,,,Amelia Street,,,30.890,1,1,1,1,1,1,1,1,1,1,1
-80659134#4,815332821,5367574039,highway.tertiary,2,22.22,6,,,Amelia Street,,,22.910,1,1,1,1,1,1,1,1,1,1,1
-80659134#5,5369264903,815332821,highway.tertiary,2,22.22,6,,,Amelia Street,,,29.180,1,1,1,1,1,1,1,1,1,1,1
-80659134#6,559857613,5369264903,highway.tertiary,2,22.22,6,,,Amelia Street,,,51.161,1,1,1,1,1,1,1,1,1,1,1
-80659134#7,559857610,559857613,highway.tertiary,2,22.22,6,,,Amelia Street,,,23.092,1,1,1,1,1,1,1,1,1,1,1
-80659134#8,5369264224,559857610,highway.tertiary,2,22.22,6,,,Amelia Street,,,10.380,1,1,1,1,1,1,1,1,1,1,1
-80659134#9,5310328428,5369264224,highway.tertiary,2,22.22,6,,,Amelia Street,,,28.060,1,1,1,1,1,1,1,1,1,1,1
-80664630#0,99489606,99582339,highway.residential,1,13.89,4,,,Church Street,,,146.216,1,1,1,1,1,1,1,1,1,1,1
-80664630#1,99467124,99489606,highway.residential,1,13.89,4,,,Church Street,,,146.199,1,1,1,1,1,1,1,1,1,1,1
-80664630#2,5370944755,99467124,highway.residential,1,13.89,4,,,Church Street,,,24.318,1,1,1,1,1,1,1,1,1,1,1
-80664630#3,815363286,5370944755,highway.residential,1,13.89,4,,,Church Street,,,121.888,1,1,1,1,1,1,1,1,1,1,1
-80664630#4,5370944808,815363286,highway.residential,1,13.89,4,,,Church Street,,,19.574,1,1,1,1,1,1,1,1,1,1,1
-80664630#5,5370944806,5370944808,highway.residential,1,13.89,4,,,Church Street,,,20.934,1,1,1,1,1,1,1,1,1,1,1
-80664630#6,5370944600,5370944806,highway.residential,1,13.89,4,,,Church Street,,,24.075,1,1,1,1,1,1,1,1,1,1,1
-80664630#7,649936518,5370944600,highway.residential,1,13.89,4,,,Church Street,,,72.225,1,1,1,1,1,1,1,1,1,1,1
-80664630#8,99582337,649936518,highway.residential,1,13.89,4,,,Church Street,,,10.377,1,1,1,1,1,1,1,1,1,1,1
-80664632,99597117,99489611,highway.residential,1,13.89,4,,,Jackson Street,,,146.236,1,1,1,1,1,1,1,1,1,1,1
-80671486,940897133,940897132,highway.residential,1,13.89,4,,,Sylvia Lane,,,61.611,1,1,1,1,1,1,1,1,1,1,1
-80671487#0,5369731785,940897133,highway.residential,1,13.89,4,,,Sylvia Lane,,,57.631,1,1,1,1,1,1,1,1,1,1,1
-80671487#1,599895786,5369731785,highway.residential,1,13.89,4,,,Sylvia Lane,,,4.140,1,1,1,1,1,1,1,1,1,1,1
-80742686#0,2192060595,99513631,highway.tertiary,2,22.22,6,,,Central Boulevard,,,12.570,1,1,1,1,1,1,1,1,1,1,1
-80742686#1,99513628,2192060595,highway.tertiary,2,22.22,6,,,Central Boulevard,,,83.873,1,1,1,1,1,1,1,1,1,1,1
-80742686#2,99513624,99513628,highway.tertiary,2,22.22,6,,,Central Boulevard,,,59.040,1,1,1,1,1,1,1,1,1,1,1
-80742686#3,99513620,99513624,highway.tertiary,2,22.22,6,,,Central Boulevard,,,130.941,1,1,1,1,1,1,1,1,1,1,1
-80742686#4,5317370727,99513620,highway.tertiary,2,22.22,6,,,Central Boulevard,,,34.630,1,1,1,1,1,1,1,1,1,1,1
-80742698#0,2198940278,99513605,highway.tertiary,1,22.22,6,,,Central Boulevard,,,11.800,1,1,1,1,1,1,1,1,1,1,1
-80742698#1,2198940281,2198940278,highway.tertiary,1,22.22,6,,,Central Boulevard,,,179.653,1,1,1,1,1,1,1,1,1,1,1
-80742698#2,99472173,2198940281,highway.tertiary,1,22.22,6,,,Central Boulevard,,,12.928,1,1,1,1,1,1,1,1,1,1,1
-80742700#0,559373383,99617872,highway.secondary,1,27.78,7,,,Division Avenue,,,92.709,1,1,1,1,1,1,1,1,1,1,1
-80742700#1,2198940316,559373383,highway.secondary,1,27.78,7,,,Division Avenue,,,104.970,1,1,1,1,1,1,1,1,1,1,1
-80742700#2,99513605,2198940316,highway.secondary,1,27.78,7,,,Division Avenue,,,11.932,1,1,1,1,1,1,1,1,1,1,1
-80742716#0,2198940266,99513605,highway.secondary,1,27.78,7,,,Division Avenue,,,13.323,1,1,1,1,1,1,1,1,1,1,1
-80742716#1,2203600986,2198940266,highway.secondary,1,27.78,7,,,Division Avenue,,,87.532,1,1,1,1,1,1,1,1,1,1,1
-80742716#2,4732792640,2203600986,highway.secondary,1,27.78,7,,,Division Avenue,,,89.504,1,1,1,1,1,1,1,1,1,1,1
-80742716#3,99596384,4732792640,highway.secondary,1,27.78,7,,,Division Avenue,,,11.441,1,1,1,1,1,1,1,1,1,1,1
-80745432#0,2195233159,99617870,highway.secondary,2,13.41,7,,,Washington Street,,,7.851,1,1,1,1,1,1,1,1,1,1,1
-80745432#1,633348985,2195233159,highway.secondary,2,13.41,7,,,Washington Street,,,20.030,1,1,1,1,1,1,1,1,1,1,1
-80745435#0,2198940284,99472173,highway.tertiary,1,22.22,6,,,Central Boulevard,,,8.134,1,1,1,1,1,1,1,1,1,1,1
-80745435#1,5368781728,2198940284,highway.tertiary,1,22.22,6,,,Central Boulevard,,,93.870,1,1,1,1,1,1,1,1,1,1,1
-80745435#2,99488106,5368781728,highway.tertiary,1,22.22,6,,,Central Boulevard,,,7.341,1,1,1,1,1,1,1,1,1,1,1
-80761703#0,2199385388,cluster_559858176_99526719,highway.tertiary,1,22.22,6,,,Amelia Street,,,7.406,1,1,1,1,1,1,1,1,1,1,1
-80761703#1,2199385391,2199385388,highway.tertiary,1,22.22,6,,,Amelia Street,,,388.082,1,1,1,1,1,1,1,1,1,1,1
-80761703#2,99543556,2199385391,highway.tertiary,1,22.22,6,,,Amelia Street,,,7.590,1,1,1,1,1,1,1,1,1,1,1
-80761716#0,99526713,99526718,highway.tertiary,1,22.22,6,,,Parramore Avenue,,,105.403,1,1,1,1,1,1,1,1,1,1,1
-80761716#1,5369073149,99526713,highway.tertiary,1,22.22,6,,,Parramore Avenue,,,53.522,1,1,1,1,1,1,1,1,1,1,1
-80761716#2,2199385356,5369073149,highway.tertiary,1,22.22,6,,,Parramore Avenue,,,18.731,1,1,1,1,1,1,1,1,1,1,1
-80761716#3,6150285243,2199385356,highway.tertiary,1,22.22,6,,,Parramore Avenue,,,12.570,1,1,1,1,1,1,1,1,1,1,1
-80772379#0,5822318873,99498271,highway.tertiary,1,22.22,6,,,Columbia Street,,,53.253,1,1,1,1,1,1,1,1,1,1,1
-80772379#1,cluster_813762978_99498285,5822318873,highway.tertiary,1,22.22,6,,,Columbia Street,,,33.710,1,1,1,1,1,1,1,1,1,1,1
-80772383#0,2195307399,99578377,highway.primary,2,13.41,9,,,South Orange Avenue,,,10.450,1,1,1,1,1,1,1,1,1,1,1
-80772383#1,99534752,2195307399,highway.primary,2,13.41,9,,,South Orange Avenue,,,94.511,1,1,1,1,1,1,1,1,1,1,1
-80772383#2,5831069741,99534752,highway.primary,2,13.41,9,,,South Orange Avenue,,,18.780,1,1,1,1,1,1,1,1,1,1,1
-80772383#3,cluster_4238980078_99585548,5831069741,highway.primary,2,13.41,9,,,South Orange Avenue,,,81.012,1,1,1,1,1,1,1,1,1,1,1
-80772383#5,99585550,cluster_4238980078_99585548,highway.primary,2,13.41,9,,,South Orange Avenue,,,91.422,1,1,1,1,1,1,1,1,1,1,1
-80772383#6,2195307398,99585550,highway.primary,2,13.41,9,,,South Orange Avenue,,,90.658,1,1,1,1,1,1,1,1,1,1,1
-80772383#7,99585551,2195307398,highway.primary,2,13.41,9,,,South Orange Avenue,,,8.795,1,1,1,1,1,1,1,1,1,1,1
-80776632#0,99489609,99489611,highway.residential,1,13.89,4,,,Osceola Avenue,,,73.046,1,1,1,1,1,1,1,1,1,1,1
-80776632#1,5370944525,99489609,highway.residential,1,13.89,4,,,Osceola Avenue,,,36.512,1,1,1,1,1,1,1,1,1,1,1
-80776632#2,99489606,5370944525,highway.residential,1,13.89,4,,,Osceola Avenue,,,36.794,1,1,1,1,1,1,1,1,1,1,1
-80776632#3,6385659064,99489606,highway.residential,1,13.89,4,,,Osceola Avenue,,,19.513,1,1,1,1,1,1,1,1,1,1,1
-80776632#4,6385659074,6385659064,highway.residential,1,13.89,4,,,Osceola Avenue,,,33.930,1,1,1,1,1,1,1,1,1,1,1
-80776632#5,99489602,6385659074,highway.residential,1,13.89,4,,,Osceola Avenue,,,40.741,1,1,1,1,1,1,1,1,1,1,1
-80776632#6,99489601,99489602,highway.residential,1,13.89,4,,,Osceola Avenue,,,105.036,1,1,1,1,1,1,1,1,1,1,1
-80776637,99583131,99489601,highway.tertiary,1,22.22,6,,,Central Boulevard,,,148.691,1,1,1,1,1,1,1,1,1,1,1
-80776639,99489613,99489611,highway.residential,1,13.89,4,,,Osceola Avenue,,,77.966,1,1,1,1,1,1,1,1,1,1,1
-80778204#0,2192060583,cluster_552614652_813835086,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,7.781,1,1,1,1,1,1,1,1,1,1,1
-80778204#1,99602382,2192060583,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,83.536,1,1,1,1,1,1,1,1,1,1,1
-80778207#0,2197189474,99468986,highway.secondary,2,15.65,7,,,Rio Grande Avenue,,,13.561,1,1,1,1,1,1,1,1,1,1,1
-80778207#1,99468987,2197189474,highway.secondary,2,15.65,7,,,Rio Grande Avenue,,,195.140,1,1,1,1,1,1,1,1,1,1,1
-80778207#2,99468990,99468987,highway.secondary,2,15.65,7,,,Rio Grande Avenue,,,75.043,1,1,1,1,1,1,1,1,1,1,1
-80778207#3,99468992,99468990,highway.secondary,2,15.65,7,,,Rio Grande Avenue,,,68.556,1,1,1,1,1,1,1,1,1,1,1
-80778207#4,99468996,99468992,highway.secondary,2,15.65,7,,,Rio Grande Avenue,,,62.957,1,1,1,1,1,1,1,1,1,1,1
-80778210#0,2197189480,99468986,highway.secondary,2,15.65,7,,,Gore Street,,,11.721,1,1,1,1,1,1,1,1,1,1,1
-80778210#1,6461575122,2197189480,highway.secondary,2,15.65,7,,,Gore Street,,,65.245,1,1,1,1,1,1,1,1,1,1,1
-80778210#2,6461575126,6461575122,highway.secondary,2,15.65,7,,,Gore Street,,,57.933,1,1,1,1,1,1,1,1,1,1,1
-80778210#3,3423758606,6461575126,highway.secondary,2,15.65,7,,,Gore Street,,,19.991,1,1,1,1,1,1,1,1,1,1,1
-80778210#4,560659858,3423758606,highway.secondary,2,15.65,7,,,Gore Street,,,31.451,1,1,1,1,1,1,1,1,1,1,1
-80778216#0,2192060568,99613234,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,8.170,1,1,1,1,1,1,1,1,1,1,1
-80778216#1,3198123430,2192060568,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,62.172,1,1,1,1,1,1,1,1,1,1,1
-80778216#2,99511348,3198123430,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,80.882,1,1,1,1,1,1,1,1,1,1,1
-80778216#3,99570223,99511348,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,58.972,1,1,1,1,1,1,1,1,1,1,1
-80778216#4,5805771108,99570223,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,54.862,1,1,1,1,1,1,1,1,1,1,1
-80778216#5,5805771109,5805771108,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,36.961,1,1,1,1,1,1,1,1,1,1,1
-80778216#6,99562304,5805771109,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,62.352,1,1,1,1,1,1,1,1,1,1,1
-80778216#7,2041338725,99562304,highway.primary,2,15.65,9,,,South Orange Blossom Trail,,,39.100,1,1,1,1,1,1,1,1,1,1,1
-80778217#0,2192060569,99613234,highway.secondary,2,15.65,7,,,Gore Street,,,11.760,1,1,1,1,1,1,1,1,1,1,1
-80778217#1,3198123432,2192060569,highway.secondary,2,15.65,7,,,Gore Street,,,55.382,1,1,1,1,1,1,1,1,1,1,1
-80778217#2,3198123437,3198123432,highway.secondary,2,15.65,7,,,Gore Street,,,33.911,1,1,1,1,1,1,1,1,1,1,1
-80778217#3,3198123469,3198123437,highway.secondary,2,15.65,7,,,Gore Street,,,13.591,1,1,1,1,1,1,1,1,1,1,1
-80778217#4,3198123466,3198123469,highway.secondary,2,15.65,7,,,Gore Street,,,79.987,1,1,1,1,1,1,1,1,1,1,1
-80778217#5,99481194,3198123466,highway.secondary,2,15.65,7,,,Gore Street,,,52.720,1,1,1,1,1,1,1,1,1,1,1
-80778217#6,5811415618,99481194,highway.secondary,2,15.65,7,,,Gore Street,,,27.721,1,1,1,1,1,1,1,1,1,1,1
-80778217#7,99613235,5811415618,highway.secondary,2,15.65,7,,,Gore Street,,,51.142,1,1,1,1,1,1,1,1,1,1,1
-80778217#8,2197189481,99613235,highway.secondary,2,15.65,7,,,Gore Street,,,69.687,1,1,1,1,1,1,1,1,1,1,1
-80778217#9,99468986,2197189481,highway.secondary,2,15.65,7,,,Gore Street,,,13.901,1,1,1,1,1,1,1,1,1,1,1
-80778918#0,2197189488,99613232,highway.secondary,2,15.65,7,,,Gore Street,,,9.050,1,1,1,1,1,1,1,1,1,1,1
-80778918#1,99511938,2197189488,highway.secondary,2,15.65,7,,,Gore Street,,,192.844,1,1,1,1,1,1,1,1,1,1,1
-80778918#2,2192060570,99511938,highway.secondary,2,15.65,7,,,Gore Street,,,188.195,1,1,1,1,1,1,1,1,1,1,1
-80778918#3,99613234,2192060570,highway.secondary,2,15.65,7,,,Gore Street,,,11.020,1,1,1,1,1,1,1,1,1,1,1
-80778932#0,2192060607,99543560,highway.primary,2,15.65,9,,,North Orange Blossom Trail,,,10.521,1,1,1,1,1,1,1,1,1,1,1
-80778932#1,99598283,2192060607,highway.primary,2,15.65,9,,,North Orange Blossom Trail,,,196.556,1,1,1,1,1,1,1,1,1,1,1
-80778932#2,2192060606,99598283,highway.primary,2,15.65,9,,,North Orange Blossom Trail,,,186.089,1,1,1,1,1,1,1,1,1,1,1
-80778932#3,99598281,2192060606,highway.primary,2,15.65,9,,,North Orange Blossom Trail,,,9.370,1,1,1,1,1,1,1,1,1,1,1
-80778935#0,2199385387,99543556,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,10.410,1,1,1,1,1,1,1,1,1,1,1
-80778935#1,559858161,2199385387,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,104.310,1,1,1,1,1,1,1,1,1,1,1
-80778935#2,552613223,559858161,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,88.109,1,1,1,1,1,1,1,1,1,1,1
-80778935#3,cluster_552613327_99583523,552613223,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,82.364,1,1,1,1,1,1,1,1,1,1,1
-80778935#5,99583520,cluster_552613327_99583523,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,104.155,1,1,1,1,1,1,1,1,1,1,1
-80778936#0,2197189478,99613232,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,11.202,1,1,1,1,1,1,1,1,1,1,1
-80778936#1,99503063,2197189478,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,82.090,1,1,1,1,1,1,1,1,1,1,1
-80778936#2,99599434,99503063,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,109.038,1,1,1,1,1,1,1,1,1,1,1
-80778936#3,99599436,99599434,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,45.445,1,1,1,1,1,1,1,1,1,1,1
-80778936#4,99562302,99599436,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,113.300,1,1,1,1,1,1,1,1,1,1,1
-80778936#5,99562352,99562302,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,50.000,1,1,1,1,1,1,1,1,1,1,1
-80778936#6,99625331,99562352,highway.tertiary,1,22.22,6,,,Westmoreland Drive,,,104.040,1,1,1,1,1,1,1,1,1,1,1
-80890307,99578377,99585547,highway.primary,2,13.41,9,,,South Orange Avenue,,,77.566,1,1,1,1,1,1,1,1,1,1,1
-80890308#0,2195307405,942915522,highway.primary,2,13.41,9,,,South Orange Avenue,,,19.241,1,1,1,1,1,1,1,1,1,1,1
-80890308#1,99490711,2195307405,highway.primary,2,13.41,9,,,South Orange Avenue,,,8.030,1,1,1,1,1,1,1,1,1,1,1
-80890308#2,2195307404,99490711,highway.primary,2,13.41,9,,,South Orange Avenue,,,7.480,1,1,1,1,1,1,1,1,1,1,1
-80890308#3,99490128,2195307404,highway.primary,2,13.41,9,,,South Orange Avenue,,,126.140,1,1,1,1,1,1,1,1,1,1,1
-80890308#4,99585547,99490128,highway.primary,2,13.41,9,,,South Orange Avenue,,,64.244,1,1,1,1,1,1,1,1,1,1,1
-81229244#0,2199385103,99490713,highway.tertiary,1,22.22,6,,,Delaney Avenue,,,149.368,1,1,1,1,1,1,1,1,1,1,1
-81229244#1,99648177,2199385103,highway.tertiary,1,22.22,6,,,Delaney Avenue,,,12.100,1,1,1,1,1,1,1,1,1,1,1
-81229247#0,99592230,99480339,highway.secondary,1,13.41,7,,,Kaley Avenue,,,201.857,1,1,1,1,1,1,1,1,1,1,1
-81229247#1,99637186,99592230,highway.secondary,1,13.41,7,,,Kaley Avenue,,,203.312,1,1,1,1,1,1,1,1,1,1,1
-81229247#10,99469014,99521991,highway.secondary,1,13.41,7,,,Kaley Avenue,,,199.365,1,1,1,1,1,1,1,1,1,1,1
-81229247#2,618991326,99637186,highway.secondary,1,13.41,7,,,Kaley Avenue,,,101.864,1,1,1,1,1,1,1,1,1,1,1
-81229247#3,99511910,618991326,highway.secondary,1,13.41,7,,,Kaley Avenue,,,100.513,1,1,1,1,1,1,1,1,1,1,1
-81229247#4,3198123386,99511910,highway.secondary,1,13.41,7,,,Kaley Avenue,,,141.479,1,1,1,1,1,1,1,1,1,1,1
