id,from,to,type,numLanes,speed,priority,spreadType,width,name,endOffset,sidewalkWidth,length,emergency,authority,passenger,hov,taxi,bus,delivery,truck,trailer,motorcyle,moped
-104081860#0,cluster_99577639_99577641,1201200223,highway.tertiary,1,22.22,6,,,Fern Creek Avenue,,,81.746,1,1,1,1,1,1,1,1,1,1,1
-104081860#2,99577643,cluster_99577639_99577641,highway.tertiary,1,22.22,6,,,Fern Creek Avenue,,,29.245,1,1,1,1,1,1,1,1,1,1,1
-104081860#3,99577644,99577643,highway.tertiary,1,22.22,6,,,Fern Creek Avenue,,,66.832,1,1,1,1,1,1,1,1,1,1,1
-104081861#0,2195233213,1201200164,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,40.080,1,1,1,1,1,1,1,1,1,1,1
-104081861#1,99577631,2195233213,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,7.590,1,1,1,1,1,1,1,1,1,1,1
-104081861#2,2195233224,99577631,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,8.930,1,1,1,1,1,1,1,1,1,1,1
-104081861#3,6321526582,2195233224,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,45.890,1,1,1,1,1,1,1,1,1,1,1
-104081861#4,1201200159,6321526582,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,5.640,1,1,1,1,1,1,1,1,1,1,1
-104081862#0,2191985603,1201200198,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,46.061,1,1,1,1,1,1,1,1,1,1,1
-104081862#1,99545629,2191985603,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,15.160,1,1,1,1,1,1,1,1,1,1,1
-104081862#2,2191985959,99545629,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,15.752,1,1,1,1,1,1,1,1,1,1,1
-104081862#3,1201200223,2191985959,highway.tertiary,1,13.41,6,,,Fern Creek Avenue,,,80.350,1,1,1,1,1,1,1,1,1,1,1
-104081868#0,99577633,1201200159,highway.tertiary,1,22.22,6,,,Fern Creek Avenue,,,40.185,1,1,1,1,1,1,1,1,1,1,1
-104081868#1,2199385365,99577633,highway.tertiary,1,22.22,6,,,Fern Creek Avenue,,,94.422,1,1,1,1,1,1,1,1,1,1,1
-104081868#2,99577635,2199385365,highway.tertiary,1,22.22,6,,,Fern Creek Avenue,,,7.000,1,1,1,1,1,1,1,1,1,1,1
-11171001#0,99446667,99446663,highway.residential,1,13.89,4,,,Clear Lake Way,,,126.876,1,1,1,1,1,1,1,1,1,1,1
-11171001#1,99446669,99446667,highway.residential,1,13.89,4,,,Clear Lake Way,,,119.252,1,1,1,1,1,1,1,1,1,1,1
-11172277,99453757,99453755,highway.residential,1,13.89,4,,,,,,40.710,1,1,1,1,1,1,1,1,1,1,1
-11175992,2206644372,99465265,highway.residential,1,13.89,4,,,Victor Avenue,,,10.831,1,1,1,1,1,1,1,1,1,1,1
-11176175,2203600998,99466093,highway.residential,1,13.89,4,,,Alabama Place,,,21.980,1,1,1,1,1,1,1,1,1,1,1
-11176209,99466234,99466232,highway.residential,1,13.89,4,,,Hillcrest Street,,,168.602,1,1,1,1,1,1,1,1,1,1,1
-11176217#0,5788937621,99466255,highway.residential,1,13.89,4,,,Hillcrest Street,,,19.291,1,1,1,1,1,1,1,1,1,1,1
-11176217#1,5788937619,5788937621,highway.residential,1,13.89,4,,,Hillcrest Street,,,13.700,1,1,1,1,1,1,1,1,1,1,1
-11176217#2,5788937622,5788937619,highway.residential,1,13.89,4,,,Hillcrest Street,,,9.723,1,1,1,1,1,1,1,1,1,1,1
-11176217#3,5788937627,5788937622,highway.residential,1,13.89,4,,,Hillcrest Street,,,35.310,1,1,1,1,1,1,1,1,1,1,1
-11176217#4,5788937630,5788937627,highway.residential,1,13.89,4,,,Hillcrest Street,,,15.444,1,1,1,1,1,1,1,1,1,1,1
-11176217#5,99466260,5788937630,highway.residential,1,13.89,4,,,Hillcrest Street,,,79.931,1,1,1,1,1,1,1,1,1,1,1
-11176282,2207811450,99466501,highway.residential,1,13.89,4,,,Latta Lane,,,43.352,1,1,1,1,1,1,1,1,1,1,1
-11176376#0,99563972,99582893,highway.residential,1,13.89,4,,,Callahan Drive,,,116.643,1,1,1,1,1,1,1,1,1,1,1
-11176376#1,99466894,99563972,highway.residential,1,13.89,4,,,Callahan Drive,,,128.994,1,1,1,1,1,1,1,1,1,1,1
-11176415#0,99467123,99467122,highway.residential,1,13.89,4,,,Lake Avenue,,,104.549,1,1,1,1,1,1,1,1,1,1,1
-11176415#1,99467124,99467123,highway.residential,1,13.89,4,,,Lake Avenue,,,94.758,1,1,1,1,1,1,1,1,1,1,1
-11176424#0,6364226716,99467164,highway.residential,1,13.89,4,,,Lake Avenue,,,158.218,1,1,1,1,1,1,1,1,1,1,1
-11176424#1,99467166,6364226716,highway.residential,1,13.89,4,,,Lake Avenue,,,42.644,1,1,1,1,1,1,1,1,1,1,1
-11176618,813768795,813768803,highway.residential,1,13.89,4,,,Agnes Court,,,74.317,1,1,1,1,1,1,1,1,1,1,1
-11176828#0,2198940190,99469117,highway.tertiary,1,22.22,6,,,Rio Grande Avenue,,,227.288,1,1,1,1,1,1,1,1,1,1,1
-11176828#1,99469120,2198940190,highway.tertiary,1,22.22,6,,,Rio Grande Avenue,,,9.131,1,1,1,1,1,1,1,1,1,1,1
-11177064#0,99470437,99470433,highway.residential,1,13.89,4,,,Woodland Street,,,152.026,1,1,1,1,1,1,1,1,1,1,1
-11177064#1,2208656113,99470437,highway.residential,1,13.89,4,,,Woodland Street,,,46.970,1,1,1,1,1,1,1,1,1,1,1
-11177066,2208656117,99470450,highway.residential,1,13.89,4,,,Woodland Street,,,54.180,1,1,1,1,1,1,1,1,1,1,1
-11177184,2208065626,99471030,highway.residential,1,13.89,4,,,Richmond Street,,,162.062,1,1,1,1,1,1,1,1,1,1,1
-11177185,2208065629,99471038,highway.residential,1,13.89,4,,,Richmond Street,,,130.422,1,1,1,1,1,1,1,1,1,1,1
-11177209#0,2199385140,99471264,highway.tertiary,1,22.22,6,,,Gore Street,,,8.331,1,1,1,1,1,1,1,1,1,1,1
-11177209#1,99471267,2199385140,highway.tertiary,1,22.22,6,,,Gore Street,,,131.940,1,1,1,1,1,1,1,1,1,1,1
-11177209#2,99471269,99471267,highway.tertiary,1,22.22,6,,,Gore Street,,,44.741,1,1,1,1,1,1,1,1,1,1,1
-11177209#3,cluster_832477830_99471272,99471269,highway.tertiary,1,22.22,6,,,Gore Street,,,153.132,1,1,1,1,1,1,1,1,1,1,1
-11177209#5,2252343203,cluster_832477830_99471272,highway.tertiary,1,22.22,6,,,Gore Street,,,51.581,1,1,1,1,1,1,1,1,1,1,1
-11177211,2208065657,99471306,highway.residential,1,13.89,4,,,Gore Street,,,77.942,1,1,1,1,1,1,1,1,1,1,1
-11177266,2208065621,cluster_912650203_99471523,highway.residential,1,13.89,4,,,Annie Street,,,103.752,1,1,1,1,1,1,1,1,1,1,1
-11177371,99472123,99472121,highway.residential,1,13.89,4,,,Lowrie Avenue,,,237.380,1,1,1,1,1,1,1,1,1,1,1
-11177374,2208656131,99472129,highway.residential,1,13.89,4,,,Hull Circle,,,75.175,1,1,1,1,1,1,1,1,1,1,1
-11177382#0,99472159,813808617,highway.residential,1,13.89,4,,,Hughey Avenue,,,173.795,1,1,1,1,1,1,1,1,1,1,1
-11177382#1,5828734743,99472159,highway.residential,1,13.89,4,,,Hughey Avenue,,,54.000,1,1,1,1,1,1,1,1,1,1,1
-11177382#2,99472165,5828734743,highway.residential,1,13.89,4,,,Hughey Avenue,,,96.261,1,1,1,1,1,1,1,1,1,1,1
-11177382#3,99472166,99472165,highway.residential,1,13.89,4,,,Hughey Avenue,,,109.885,1,1,1,1,1,1,1,1,1,1,1
-11177382#4,99472168,99472166,highway.residential,1,13.89,4,,,Hughey Avenue,,,109.657,1,1,1,1,1,1,1,1,1,1,1
-11177387#0,99641704,99489630,highway.residential,1,13.89,4,,,East Harding Street,,,26.911,1,1,1,1,1,1,1,1,1,1,1
-11177387#1,2184672938,99641704,highway.residential,1,13.89,4,,,East Harding Street,,,14.282,1,1,1,1,1,1,1,1,1,1,1
-11177710,815781372,99474340,highway.residential,1,13.89,4,,,,,,90.023,1,1,1,1,1,1,1,1,1,1,1
-11177891,2203601041,99475901,highway.residential,1,13.89,4,,,Hames Avenue,,,154.441,1,1,1,1,1,1,1,1,1,1,1
-11177893,2203601058,99475911,highway.residential,1,13.89,4,,,Hames Avenue,,,24.590,1,1,1,1,1,1,1,1,1,1,1
-11177921,99476115,99476113,highway.residential,1,13.89,4,,,Antigua Drive,,,300.936,1,1,1,1,1,1,1,1,1,1,1
-11177970#0,99476468,99476470,highway.residential,1,13.89,4,,,Cathcart Avenue,,,101.984,1,1,1,1,1,1,1,1,1,1,1
-11177970#1,5843376176,99476468,highway.residential,1,13.89,4,,,Cathcart Avenue,,,39.851,1,1,1,1,1,1,1,1,1,1,1
-11177970#2,99476466,5843376176,highway.residential,1,13.89,4,,,Cathcart Avenue,,,62.483,1,1,1,1,1,1,1,1,1,1,1
-11177996,813795892,99476640,highway.residential,1,13.89,4,,,America Street,,,67.462,1,1,1,1,1,1,1,1,1,1,1
-11177999,99476658,99476656,highway.residential,1,13.89,4,,,America Street,,,64.552,1,1,1,1,1,1,1,1,1,1,1
-11178001#0,99476666,99476664,highway.residential,1,13.89,4,,,America Street,,,30.743,1,1,1,1,1,1,1,1,1,1,1
-11178001#1,5795039650,99476666,highway.residential,1,13.89,4,,,America Street,,,65.420,1,1,1,1,1,1,1,1,1,1,1
-11178001#2,5795039862,5795039650,highway.residential,1,13.89,4,,,America Street,,,17.040,1,1,1,1,1,1,1,1,1,1,1
-11178001#3,5795039865,5795039862,highway.residential,1,13.89,4,,,America Street,,,21.180,1,1,1,1,1,1,1,1,1,1,1
-11178001#4,5795039873,5795039865,highway.residential,1,13.89,4,,,America Street,,,37.590,1,1,1,1,1,1,1,1,1,1,1
-11178001#5,99476668,5795039873,highway.residential,1,13.89,4,,,America Street,,,15.800,1,1,1,1,1,1,1,1,1,1,1
-11178001#6,2204097339,99476668,highway.residential,1,13.89,4,,,America Street,,,33.463,1,1,1,1,1,1,1,1,1,1,1
-11178001#7,2203363319,2204097339,highway.residential,1,13.89,4,,,America Street,,,42.782,1,1,1,1,1,1,1,1,1,1,1
-11178045,99477193,99477190,highway.residential,1,13.89,4,,,22nd Street,,,94.455,1,1,1,1,1,1,1,1,1,1,1
-11178104,99477480,99477479,highway.residential,1,13.89,4,,,Purdue Street,,,99.765,1,1,1,1,1,1,1,1,1,1,1
-11178464#0,99480337,99480339,highway.tertiary,1,22.22,6,,,Parramore Avenue,,,101.401,1,1,1,1,1,1,1,1,1,1,1
-11178464#1,99480335,99480337,highway.tertiary,1,22.22,6,,,Parramore Avenue,,,99.741,1,1,1,1,1,1,1,1,1,1,1
-11178488#0,2198939885,cluster_99480527_99550198,highway.tertiary,1,22.22,6,,,Summerlin Avenue,,,7.971,1,1,1,1,1,1,1,1,1,1,1
-11178488#1,1700027521,2198939885,highway.tertiary,1,22.22,6,,,Summerlin Avenue,,,94.297,1,1,1,1,1,1,1,1,1,1,1
-11178577,99481200,99481194,highway.residential,1,13.89,4,,,Plymouth Avenue,,,210.824,1,1,1,1,1,1,1,1,1,1,1
-11178755#0,2208065796,813768795,highway.residential,1,13.89,4,,,Agnes Street,,,56.241,1,1,1,1,1,1,1,1,1,1,1
-11178755#1,552611144,2208065796,highway.residential,1,13.89,4,,,Agnes Street,,,61.131,1,1,1,1,1,1,1,1,1,1,1
-11178843,99483403,99469032,highway.residential,1,13.89,4,,,24th Street,,,204.366,1,1,1,1,1,1,1,1,1,1,1
-11178932,99484118,907290151,highway.residential,1,13.89,4,,,Spring Lake Drive,,,71.556,1,1,1,1,1,1,1,1,1,1,1
-11178934,2246281414,99484162,highway.residential,1,13.89,4,,,Spring Lake Drive,,,53.840,1,1,1,1,1,1,1,1,1,1,1
-11178957,2203601008,99484319,highway.residential,1,13.89,4,,,Ossie Street,,,44.610,1,1,1,1,1,1,1,1,1,1,1
-11178970,99484379,99469009,highway.residential,1,13.89,4,,,Clear Lake Avenue,,,148.097,1,1,1,1,1,1,1,1,1,1,1
-11179409#0,599899068,633281497,highway.residential,1,13.89,4,,,Palmetto Avenue,,,51.785,1,1,1,1,1,1,1,1,1,1,1
-11179409#1,5368780205,599899068,highway.residential,1,13.89,4,,,Palmetto Avenue,,,18.055,1,1,1,1,1,1,1,1,1,1,1
-11179409#2,5369264471,5368780205,highway.residential,1,13.89,4,,,Palmetto Avenue,,,53.160,1,1,1,1,1,1,1,1,1,1,1
-11179409#3,5369264453,5369264471,highway.residential,1,13.89,4,,,Palmetto Avenue,,,9.981,1,1,1,1,1,1,1,1,1,1,1
-11179409#4,99489491,5369264453,highway.residential,1,13.89,4,,,Palmetto Avenue,,,40.376,1,1,1,1,1,1,1,1,1,1,1
-11179409#5,5369372038,99489491,highway.residential,1,13.89,4,,,Palmetto Avenue,,,26.955,1,1,1,1,1,1,1,1,1,1,1
-11179409#6,5369372490,5369372038,highway.residential,1,13.89,4,,,Palmetto Avenue,,,22.330,1,1,1,1,1,1,1,1,1,1,1
-11179409#7,5369372483,5369372490,highway.residential,1,13.89,4,,,Palmetto Avenue,,,12.920,1,1,1,1,1,1,1,1,1,1,1
-11179409#8,5369372480,5369372483,highway.residential,1,13.89,4,,,Palmetto Avenue,,,18.850,1,1,1,1,1,1,1,1,1,1,1
-11179409#9,99489489,5369372480,highway.residential,1,13.89,4,,,Palmetto Avenue,,,35.590,1,1,1,1,1,1,1,1,1,1,1
-11179423,2253088091,99477482,highway.residential,1,13.89,4,,,Osceola Avenue,,,69.330,1,1,1,1,1,1,1,1,1,1,1
-11179430,2208656243,99489712,highway.residential,1,13.89,4,,,Osceola Avenue,,,69.890,1,1,1,1,1,1,1,1,1,1,1
-11179432,1700922893,cluster_99489708_99489720,highway.residential,1,13.89,4,,,Osceola Avenue,,,39.930,1,1,1,1,1,1,1,1,1,1,1
-11179466,912650077,99490128,highway.residential,1,13.89,4,,,Fernwood Street,,,74.551,1,1,1,1,1,1,1,1,1,1,1
-11179494,814490680,99490394,highway.residential,1,13.89,4,,,Seminole Avenue,,,57.883,1,1,1,1,1,1,1,1,1,1,1
-11179545,99490707,99490708,highway.residential,1,13.89,4,,,Lawsona Boulevard,,,130.347,1,1,1,1,1,1,1,1,1,1,1
-11179884#0,99493394,99493392,highway.residential,1,13.89,4,,,Pine Bluff Avenue,,,98.431,1,1,1,1,1,1,1,1,1,1,1
-11179884#1,99493396,99493394,highway.residential,1,13.89,4,,,Pine Bluff Avenue,,,46.991,1,1,1,1,1,1,1,1,1,1,1
-11179884#2,989965053,99493396,highway.residential,1,13.89,4,,,Pine Bluff Avenue,,,56.922,1,1,1,1,1,1,1,1,1,1,1
-11179884#3,99493397,989965053,highway.residential,1,13.89,4,,,Pine Bluff Avenue,,,38.120,1,1,1,1,1,1,1,1,1,1,1
-11179886,99470440,99493404,highway.residential,1,13.89,4,,,Pine Bluff Avenue,,,245.036,1,1,1,1,1,1,1,1,1,1,1
-11179939#0,99493804,99493802,highway.residential,1,13.89,4,,,Hill Avenue,,,170.043,1,1,1,1,1,1,1,1,1,1,1
-11179939#1,99493807,99493804,highway.residential,1,13.89,4,,,Hill Avenue,,,122.702,1,1,1,1,1,1,1,1,1,1,1
-11180130#0,cluster_5716238463_99496413,99496414,highway.residential,1,13.89,4,,,Whittier Circle,,,95.799,1,1,1,1,1,1,1,1,1,1,1
-11180130#2,99496409,cluster_5716238463_99496413,highway.residential,1,13.89,4,,,Whittier Circle,,,105.911,1,1,1,1,1,1,1,1,1,1,1
-11180285#0,99497767,cluster_5310327611_5310328443_5338027258_5338027259_559854170_559854181_559854328_559854351_99475168,highway.residential,1,13.89,4,,,Amelia Street,,,55.931,1,1,1,1,1,1,1,1,1,1,1
-11180285#1,5811916387,99497767,highway.residential,1,13.89,4,,,Amelia Street,,,70.991,1,1,1,1,1,1,1,1,1,1,1
-11180285#2,99497770,5811916387,highway.residential,1,13.89,4,,,Amelia Street,,,36.190,1,1,1,1,1,1,1,1,1,1,1
-11180285#3,cluster_559372807_99497773,99497770,highway.residential,1,13.89,4,,,Amelia Street,,,101.271,1,1,1,1,1,1,1,1,1,1,1
-11180285#5,99497775,cluster_559372807_99497773,highway.residential,1,13.89,4,,,Amelia Street,,,101.273,1,1,1,1,1,1,1,1,1,1,1
-11180285#6,99476475,99497775,highway.residential,1,13.89,4,,,Amelia Street,,,201.902,1,1,1,1,1,1,1,1,1,1,1
-11180335#0,2195307409,99498261,highway.tertiary,1,22.22,6,,,Columbia Street,,,12.415,1,1,1,1,1,1,1,1,1,1,1
-11180335#1,6077279065,2195307409,highway.tertiary,1,22.22,6,,,Columbia Street,,,43.012,1,1,1,1,1,1,1,1,1,1,1
-11180335#2,912650208,6077279065,highway.tertiary,1,22.22,6,,,Columbia Street,,,1.700,1,1,1,1,1,1,1,1,1,1,1
-11180403,99498955,99498954,highway.residential,1,13.89,4,,,Peachtree Road,,,74.287,1,1,1,1,1,1,1,1,1,1,1
-11180468,99499541,99499539,highway.residential,1,13.89,4,,,Granada Court,,,59.500,1,1,1,1,1,1,1,1,1,1,1
-11180659,2208656101,99501047,highway.residential,1,13.89,4,,,Avalon Boulevard,,,49.340,1,1,1,1,1,1,1,1,1,1,1
-11180735,99501620,99501618,highway.residential,1,13.89,4,,,Reading Drive,,,107.678,1,1,1,1,1,1,1,1,1,1,1
-11180808#0,99502316,99502315,highway.residential,1,13.89,4,,,Randall Street,,,102.872,1,1,1,1,1,1,1,1,1,1,1
-11180808#1,814287746,99502316,highway.residential,1,13.89,4,,,Randall Street,,,103.717,1,1,1,1,1,1,1,1,1,1,1
-11180909,2202802056,99503059,highway.residential,1,13.89,4,,,Piedmont Street,,,45.600,1,1,1,1,1,1,1,1,1,1,1
-11180912,2233187159,99472166,highway.unclassified,1,13.89,5,,,Piedmont Street,,,20.202,1,1,1,1,1,1,1,1,1,1,1
-11181062,99504035,99504034,highway.residential,1,13.89,4,,,Pinegrove Avenue,,,201.754,1,1,1,1,1,1,1,1,1,1,1
-11181171#0,99504571,99504568,highway.residential,1,13.89,4,,,Benson Avenue,,,40.661,1,1,1,1,1,1,1,1,1,1,1
-11181171#1,2203601027,99504571,highway.residential,1,13.89,4,,,Benson Avenue,,,39.665,1,1,1,1,1,1,1,1,1,1,1
-11181275,2207811424,99505047,highway.residential,1,13.89,4,,,Boardman Street,,,134.102,1,1,1,1,1,1,1,1,1,1,1
-11181276,99505055,99505053,highway.residential,1,13.89,4,,,Boardman Street,,,115.640,1,1,1,1,1,1,1,1,1,1,1
-11181409,618991326,99477204,highway.residential,1,13.89,4,,,Maria Avenue,,,100.978,1,1,1,1,1,1,1,1,1,1,1
-11181553,2208065856,99507339,highway.residential,1,13.89,4,,,Noble Place,,,347.948,1,1,1,1,1,1,1,1,1,1,1
-11181664#0,99508473,617919483,highway.residential,1,13.89,4,,,Pine Street,,,91.599,1,1,1,1,1,1,1,1,1,1,1
-11181664#1,2206644391,99508473,highway.residential,1,13.89,4,,,Pine Street,,,42.785,1,1,1,1,1,1,1,1,1,1,1
-11181732,99509269,99501620,highway.residential,1,13.89,4,,,Audubon Place,,,49.876,1,1,1,1,1,1,1,1,1,1,1
-11181733,99501622,99509269,highway.residential,1,13.89,4,,,,,,35.166,1,1,1,1,1,1,1,1,1,1,1
-11181848,99476476,99510324,highway.residential,1,13.89,4,,,Christor Place,,,96.471,1,1,1,1,1,1,1,1,1,1,1
-11181861,2207811453,99510420,highway.residential,1,13.89,4,,,Gunnison Avenue,,,142.253,1,1,1,1,1,1,1,1,1,1,1
-11181868#0,99510446,99510445,highway.residential,1,13.89,4,,,Weber Street,,,39.262,1,1,1,1,1,1,1,1,1,1,1
-11181868#1,99510449,99510446,highway.residential,1,13.89,4,,,Weber Street,,,99.687,1,1,1,1,1,1,1,1,1,1,1
-11181872#0,6678125362,99510484,highway.residential,1,13.89,4,,,Weber Street,,,182.251,1,1,1,1,1,1,1,1,1,1,1
-11181872#1,99510487,6678125362,highway.residential,1,13.89,4,,,Weber Street,,,84.537,1,1,1,1,1,1,1,1,1,1,1
-11181872#2,2232217305,99510487,highway.residential,1,13.89,4,,,Weber Street,,,14.021,1,1,1,1,1,1,1,1,1,1,1
-11181955,99511359,99511348,highway.residential,1,13.89,4,,,Winnifred Street,,,203.306,1,1,1,1,1,1,1,1,1,1,1
-11181964#0,99511559,99511557,highway.residential,1,13.89,4,,,James Avenue,,,169.801,1,1,1,1,1,1,1,1,1,1,1
-11181964#1,99511561,99511559,highway.residential,1,13.89,4,,,James Avenue,,,122.176,1,1,1,1,1,1,1,1,1,1,1
-11182000,99511910,99511908,highway.residential,1,13.89,4,,,Woods Avenue,,,101.304,1,1,1,1,1,1,1,1,1,1,1
-11182003#0,99476640,99511933,highway.residential,1,13.89,4,,,Woods Avenue,,,98.964,1,1,1,1,1,1,1,1,1,1,1
-11182003#1,99466913,99476640,highway.residential,1,13.89,4,,,Woods Avenue,,,97.500,1,1,1,1,1,1,1,1,1,1,1
-11182008#0,99512020,99512019,highway.residential,1,13.89,4,,,Woods Avenue,,,64.480,1,1,1,1,1,1,1,1,1,1,1
-11182008#1,99502322,99512020,highway.residential,1,13.89,4,,,Woods Avenue,,,65.682,1,1,1,1,1,1,1,1,1,1,1
-11182195#0,5368781625,99488106,highway.tertiary,2,22.22,6,,,Central Boulevard,,,8.782,1,1,1,1,1,1,1,1,1,1,1
-11182195#1,5369372109,5368781625,highway.tertiary,2,22.22,6,,,Central Boulevard,,,50.531,1,1,1,1,1,1,1,1,1,1,1
-11182195#2,5369372051,5369372109,highway.tertiary,2,22.22,6,,,Central Boulevard,,,14.113,1,1,1,1,1,1,1,1,1,1,1
-11182195#3,5369731557,5369372051,highway.tertiary,2,22.22,6,,,Central Boulevard,,,34.198,1,1,1,1,1,1,1,1,1,1,1
-11182195#4,5369372382,5369731557,highway.tertiary,2,22.22,6,,,Central Boulevard,,,23.013,1,1,1,1,1,1,1,1,1,1,1
-11182195#5,5369372389,5369372382,highway.tertiary,2,22.22,6,,,Central Boulevard,,,49.441,1,1,1,1,1,1,1,1,1,1,1
-11182195#6,5369372394,5369372389,highway.tertiary,2,22.22,6,,,Central Boulevard,,,7.290,1,1,1,1,1,1,1,1,1,1,1
-11182195#7,5367573624,5369372394,highway.tertiary,2,22.22,6,,,Central Boulevard,,,71.142,1,1,1,1,1,1,1,1,1,1,1
-11182195#8,99513584,5367573624,highway.tertiary,2,22.22,6,,,Central Boulevard,,,9.430,1,1,1,1,1,1,1,1,1,1,1
-11182364,2207811464,99515239,highway.residential,1,13.89,4,,,Edwards Lane,,,199.761,1,1,1,1,1,1,1,1,1,1,1
-11182384,cluster_552611189_99471040,99515415,highway.residential,1,13.89,4,,,Lake Davis Drive,,,163.899,1,1,1,1,1,1,1,1,1,1,1
-11182385#0,557595382,99515415,highway.residential,1,13.89,4,,,Lake Davis Drive,,,213.988,1,1,1,1,1,1,1,1,1,1,1
-11182385#1,99515424,557595382,highway.residential,1,13.89,4,,,Lake Davis Drive,,,56.037,1,1,1,1,1,1,1,1,1,1,1
-11182433,2208065862,99515882,highway.residential,1,13.89,4,,,Bourne Place,,,114.540,1,1,1,1,1,1,1,1,1,1,1
-11182467,2208656140,99516236,highway.residential,1,13.89,4,,,Lancaster Drive,,,138.052,1,1,1,1,1,1,1,1,1,1,1
-11182469#0,99470433,99516262,highway.residential,1,13.89,4,,,Lancaster Drive,,,262.965,1,1,1,1,1,1,1,1,1,1,1
-11182469#1,99516272,99470433,highway.residential,1,13.89,4,,,Lancaster Drive,,,65.660,1,1,1,1,1,1,1,1,1,1,1
-11182469#2,99516257,99516272,highway.residential,1,13.89,4,,,Lancaster Drive,,,386.494,1,1,1,1,1,1,1,1,1,1,1
-11182831#0,4239680853,99519501,highway.residential,1,13.89,4,,,West Harding Street,,,63.241,1,1,1,1,1,1,1,1,1,1,1
-11182831#1,4239680852,4239680853,highway.residential,1,13.89,4,,,West Harding Street,,,44.471,1,1,1,1,1,1,1,1,1,1,1
-11182831#2,2202656266,4239680852,highway.residential,1,13.89,4,,,West Harding Street,,,37.321,1,1,1,1,1,1,1,1,1,1,1
-11182994,99463683,cluster_2194180320_931391923_931391927_931391928_99552381,highway.primary,1,27.78,9,,,Magnolia Avenue,,,39.856,1,1,1,1,1,1,1,1,1,1,1
-11183069,99521470,99493396,highway.residential,1,13.89,4,,,Pinehurst Place,,,200.364,1,1,1,1,1,1,1,1,1,1,1
-11183134#0,2203600932,99521953,highway.residential,1,13.89,4,,,Nashville Avenue,,,52.321,1,1,1,1,1,1,1,1,1,1,1
-11183134#1,99521967,2203600932,highway.residential,1,13.89,4,,,Nashville Avenue,,,49.380,1,1,1,1,1,1,1,1,1,1,1
-11183138#0,99521983,99521981,highway.residential,1,13.89,4,,,Nashville Street,,,103.341,1,1,1,1,1,1,1,1,1,1,1
-11183138#1,99521987,99521983,highway.residential,1,13.89,4,,,Nashville Street,,,100.526,1,1,1,1,1,1,1,1,1,1,1
-11183138#2,99521989,99521987,highway.residential,1,13.89,4,,,Nashville Street,,,100.260,1,1,1,1,1,1,1,1,1,1,1
-11183138#3,99521991,99521989,highway.residential,1,13.89,4,,,Nashville Street,,,100.271,1,1,1,1,1,1,1,1,1,1,1
-11183138#4,99477211,99521991,highway.residential,1,13.89,4,,,Nashville Street,,,101.950,1,1,1,1,1,1,1,1,1,1,1
-11183138#5,99521993,99477211,highway.residential,1,13.89,4,,,Nashville Street,,,100.911,1,1,1,1,1,1,1,1,1,1,1
-11183138#6,99483403,99521993,highway.residential,1,13.89,4,,,Nashville Street,,,100.531,1,1,1,1,1,1,1,1,1,1,1
-11183138#7,99467863,99483403,highway.residential,1,13.89,4,,,Nashville Street,,,301.325,1,1,1,1,1,1,1,1,1,1,1
-11183140,2203601022,99643448,highway.residential,1,13.89,4,,,Nashville Avenue,,,69.748,1,1,1,1,1,1,1,1,1,1,1
-11183171#0,99522378,99522374,highway.residential,1,13.89,4,,,Hillman Avenue,,,103.338,1,1,1,1,1,1,1,1,1,1,1
-11183171#1,99522380,99522378,highway.residential,1,13.89,4,,,Hillman Avenue,,,102.076,1,1,1,1,1,1,1,1,1,1,1
-11183294#0,2208065660,99523547,highway.residential,1,13.89,4,,,Cherokee Drive,,,92.484,1,1,1,1,1,1,1,1,1,1,1
-11183294#1,99523549,2208065660,highway.residential,1,13.89,4,,,Cherokee Drive,,,91.133,1,1,1,1,1,1,1,1,1,1,1
-11183324#0,5794753738,99523746,highway.residential,1,13.89,4,,,Lexington Avenue,,,138.833,1,1,1,1,1,1,1,1,1,1,1
-11183324#1,3712117745,5794753738,highway.residential,1,13.89,4,,,Lexington Avenue,,,39.271,1,1,1,1,1,1,1,1,1,1,1
-11183324#2,99523747,3712117745,highway.residential,1,13.89,4,,,Lexington Avenue,,,56.562,1,1,1,1,1,1,1,1,1,1,1
-11183457,99524950,99469117,highway.residential,1,13.89,4,,,Jamil Avenue,,,177.782,1,1,1,1,1,1,1,1,1,1,1
-11183460,5310328832,559373704,highway.residential,1,13.89,4,,,Lake Highland Drive,,,562.469,1,1,1,1,1,1,1,1,1,1,1
-11183496,814503581,99525213,highway.residential,1,13.89,4,,,Givens Street,,,167.616,1,1,1,1,1,1,1,1,1,1,1
-11183497,2203601060,99525217,highway.residential,1,13.89,4,,,Givens Street,,,62.790,1,1,1,1,1,1,1,1,1,1,1
-11183509,cluster_99489708_99489720,99525295,highway.residential,1,13.89,4,,,Delaney Park Drive,,,172.404,1,1,1,1,1,1,1,1,1,1,1
